epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,20.9893,0.75695,2.11548,0.93971,0.00558,0.85714,0.85541,0.7252,0.50003,2.36322,0.86435,0.00025545,0.00025545,0.00025545
17,23.2488,0.622,2.08782,0.91622,0.00558,0.85714,0.85541,0.79595,0.37814,2.33255,0.85189,0.000269312,0.000269312,0.000269312
18,25.3231,0.55708,2.02638,0.89353,0.00558,0.85714,0.85541,0.79595,0.37814,2.33255,0.85189,0.000282778,0.000282778,0.000282778
19,26.7934,0.71183,2.05011,0.98294,0.00549,0.85714,0.8554,0.81182,0.30607,2.30819,0.84619,0.000295848,0.000295848,0.000295848
20,28.3224,0.46473,1.84594,0.86545,0.00549,0.85714,0.8554,0.81182,0.30607,2.30819,0.84619,0.000308522,0.000308522,0.000308522
21,29.7801,0.62576,1.97107,0.99231,0.00536,0.85714,0.85539,0.75125,0.43462,2.30147,0.85704,0.0003208,0.0003208,0.0003208
22,30.8857,0.58613,1.76931,0.87863,0.00536,0.85714,0.85539,0.75125,0.43462,2.30147,0.85704,0.000332682,0.000332682,0.000332682
23,32.1438,0.45237,1.63357,0.84824,0.00534,0.85714,0.85539,0.7081,0.48493,2.29205,0.85708,0.000344168,0.000344168,0.000344168
24,33.5797,0.72888,1.92517,0.9535,0.00534,0.85714,0.85539,0.7081,0.48493,2.29205,0.85708,0.000355258,0.000355258,0.000355258
25,34.7693,0.78804,1.80796,1.0683,0.0054,0.85714,0.8554,0.77231,0.39148,2.25768,0.84688,0.000365952,0.000365952,0.000365952
26,35.879,0.55668,1.52941,0.93567,0.0054,0.85714,0.8554,0.77231,0.39148,2.25768,0.84688,0.00037625,0.00037625,0.00037625
27,37.0877,0.80728,1.82724,1.00083,0.00549,0.85714,0.8554,0.82164,0.31729,2.21883,0.84202,0.000386152,0.000386152,0.000386152
28,38.4649,0.60558,1.57352,0.98095,0.00549,0.85714,0.8554,0.82164,0.31729,2.21883,0.84202,0.000395658,0.000395658,0.000395658
29,39.8853,0.4966,1.63237,0.87385,0.00552,0.85714,0.85541,0.7844,0.37382,2.17724,0.84734,0.000404768,0.000404768,0.000404768
30,41.7588,0.84813,1.62964,1.04985,0.00552,0.85714,0.85541,0.7844,0.37382,2.17724,0.84734,0.000413482,0.000413482,0.000413482
31,43.5732,0.68821,1.49698,0.94104,0.00558,0.85714,0.85541,0.75589,0.4844,2.13721,0.8588,0.0004218,0.0004218,0.0004218
32,45.352,0.50997,1.25579,0.85879,0.00558,0.85714,0.85541,0.75589,0.4844,2.13721,0.8588,0.000429722,0.000429722,0.000429722
33,46.9229,0.76913,1.64446,1.01771,0.00562,0.85714,0.85541,0.74873,0.4404,2.10283,0.85519,0.000437248,0.000437248,0.000437248
34,48.3713,0.71822,1.32902,1.0454,0.00562,0.85714,0.85541,0.74873,0.4404,2.10283,0.85519,0.000444378,0.000444378,0.000444378
35,49.6824,0.88183,1.44877,1.08773,0.91459,0.85714,0.85543,0.73955,0.47348,2.05175,0.86351,0.000451112,0.000451112,0.000451112
36,50.969,0.65095,1.11449,1.07315,0.91459,0.85714,0.85543,0.73955,0.47348,2.05175,0.86351,0.00045745,0.00045745,0.00045745
37,52.3157,0.95716,1.42569,1.17997,1,0.71998,0.85543,0.74874,0.51164,1.98842,0.87532,0.000463392,0.000463392,0.000463392
38,54.9202,0.6596,1.09269,0.93532,1,0.71998,0.85543,0.74874,0.51164,1.98842,0.87532,0.000468938,0.000468938,0.000468938
39,56.5274,0.75287,1.00216,1.10191,1,0.54419,0.85545,0.76792,0.45821,1.92076,0.87572,0.000474088,0.000474088,0.000474088
40,58.1539,0.69946,1.1048,1.06752,1,0.54419,0.85545,0.76792,0.45821,1.92076,0.87572,0.000478842,0.000478842,0.000478842
41,59.8248,0.77083,1.20655,1.08837,0.98229,0.71429,0.83546,0.73325,0.44706,1.85157,0.87384,0.0004832,0.0004832,0.0004832
42,61.4884,0.60757,0.93048,1.02328,0.98229,0.71429,0.83546,0.73325,0.44706,1.85157,0.87384,0.000487162,0.000487162,0.000487162
43,62.8229,0.83077,1.28616,1.07544,0.93645,0.71429,0.83546,0.73325,0.49532,1.7607,0.87791,0.000490728,0.000490728,0.000490728
44,64.1384,0.62246,1.0312,0.99081,0.93645,0.71429,0.83546,0.73325,0.49532,1.7607,0.87791,0.000493898,0.000493898,0.000493898
45,66.1403,0.81121,1.12587,1.08005,1,0.78483,0.85546,0.72346,0.57391,1.64578,0.8808,0.000496672,0.000496672,0.000496672
46,68.7281,0.6403,0.93647,1.01656,1,0.78483,0.85546,0.72346,0.57391,1.64578,0.8808,0.00049905,0.00049905,0.00049905
47,70.3882,0.76362,0.89687,1.00614,1,0.79569,0.85546,0.72346,0.56193,1.57508,0.87526,0.000501032,0.000501032,0.000501032
48,71.6683,0.59689,0.92287,0.94644,1,0.79569,0.85546,0.72346,0.56193,1.57508,0.87526,0.000502618,0.000502618,0.000502618
49,73.0162,0.74404,1.09202,1.06727,1,0.81775,0.85545,0.76472,0.52544,1.45598,0.86872,0.000503808,0.000503808,0.000503808
50,74.3205,0.81057,0.88889,1.09901,1,0.81775,0.85545,0.76472,0.52544,1.45598,0.86872,0.000504602,0.000504602,0.000504602
51,75.8521,0.62748,0.96857,1.08149,0.85171,0.82456,0.83545,0.77193,0.50658,1.43551,0.86796,0.000505,0.000505,0.000505
52,77.2156,0.93011,1.05521,1.14821,0.85171,0.82456,0.83545,0.77193,0.50658,1.43551,0.86796,0.000505002,0.000505002,0.000505002
53,78.5113,0.57515,0.91549,1.00917,0.85171,0.82456,0.83545,0.77193,0.50658,1.43551,0.86796,0.000504608,0.000504608,0.000504608
54,79.9166,0.75424,1.1257,1.0642,0.85405,0.83857,0.81542,0.75218,0.5076,1.26977,0.86685,0.000503818,0.000503818,0.000503818
55,81.1582,0.50617,0.7352,0.85974,0.85405,0.83857,0.81542,0.75218,0.5076,1.26977,0.86685,0.000502632,0.000502632,0.000502632
56,82.5034,0.80931,0.99212,1.17157,0.85405,0.83857,0.81542,0.75218,0.5076,1.26977,0.86685,0.00050105,0.00050105,0.00050105
57,83.9848,0.76629,0.94998,0.97707,1,0.84539,0.85541,0.79545,0.51364,1.21053,0.86557,0.000499072,0.000499072,0.000499072
58,85.4235,0.65046,0.82598,1.04766,1,0.84539,0.85541,0.79545,0.51364,1.21053,0.86557,0.000496698,0.000496698,0.000496698
59,86.7745,0.56073,0.89453,0.90216,1,0.84539,0.85541,0.79545,0.51364,1.21053,0.86557,0.000493928,0.000493928,0.000493928
60,88.217,0.57953,0.88675,0.8835,1,0.84928,0.8554,0.76986,0.48953,1.08905,0.85472,0.000490762,0.000490762,0.000490762
61,89.6326,0.54474,0.755,0.96502,1,0.84928,0.8554,0.76986,0.48953,1.08905,0.85472,0.0004872,0.0004872,0.0004872
62,91.1484,0.52454,0.78023,0.90187,1,0.84928,0.8554,0.76986,0.48953,1.08905,0.85472,0.000483242,0.000483242,0.000483242
63,92.6283,0.45126,0.70425,0.91199,1,0.85183,0.85538,0.78907,0.49243,1.01732,0.85431,0.000478888,0.000478888,0.000478888
64,93.9887,0.3944,0.65382,0.89092,1,0.85183,0.85538,0.78907,0.49243,1.01732,0.85431,0.000474138,0.000474138,0.000474138
65,95.4411,0.8279,0.89839,1.1101,1,0.85183,0.85538,0.78907,0.49243,1.01732,0.85431,0.000468992,0.000468992,0.000468992
66,98.0839,0.6295,0.78112,0.8988,1,0.85675,0.85537,0.77229,0.50768,1.01061,0.86711,0.00046345,0.00046345,0.00046345
67,99.5607,0.87519,0.87644,1.27952,1,0.85675,0.85537,0.77229,0.50768,1.01061,0.86711,0.000457512,0.000457512,0.000457512
68,101.112,0.92855,1.13215,1.25755,1,0.85675,0.85537,0.77229,0.50768,1.01061,0.86711,0.000451178,0.000451178,0.000451178
69,102.473,0.42826,0.64348,0.80889,0.99331,0.85714,0.85535,0.74867,0.52014,0.98545,0.87781,0.000444448,0.000444448,0.000444448
70,103.692,0.49479,0.68212,0.85816,0.99331,0.85714,0.85535,0.74867,0.52014,0.98545,0.87781,0.000437322,0.000437322,0.000437322
71,105.418,0.61604,0.8072,0.98958,0.99331,0.85714,0.85535,0.74867,0.52014,0.98545,0.87781,0.0004298,0.0004298,0.0004298
72,107.83,0.78507,0.77491,1.17255,0.99029,0.85714,0.85534,0.74866,0.51586,0.97012,0.87656,0.000421882,0.000421882,0.000421882
73,109.841,0.74682,0.76158,1.06415,0.99029,0.85714,0.85534,0.74866,0.51586,0.97012,0.87656,0.000413568,0.000413568,0.000413568
74,111.302,0.80545,0.93803,1.13496,0.99029,0.85714,0.85534,0.74866,0.51586,0.97012,0.87656,0.000404858,0.000404858,0.000404858
75,112.581,0.51811,0.69729,0.90666,0.98824,0.85714,0.85533,0.74877,0.50846,0.95783,0.87454,0.000395752,0.000395752,0.000395752
76,113.835,0.67642,0.81981,0.98324,0.98824,0.85714,0.85533,0.74877,0.50846,0.95783,0.87454,0.00038625,0.00038625,0.00038625
77,115.028,0.58244,0.86511,1.00909,0.98824,0.85714,0.85533,0.74877,0.50846,0.95783,0.87454,0.000376352,0.000376352,0.000376352
78,116.352,0.68526,0.85261,0.99801,0.98879,0.85714,0.85532,0.74924,0.47583,0.94882,0.86468,0.000366058,0.000366058,0.000366058
79,117.547,0.80716,0.92492,1.05312,0.98879,0.85714,0.85532,0.74924,0.47583,0.94882,0.86468,0.000355368,0.000355368,0.000355368
80,118.793,0.69869,0.88095,1.03891,0.98879,0.85714,0.85532,0.74924,0.47583,0.94882,0.86468,0.000344282,0.000344282,0.000344282
81,120.244,0.54303,0.75575,0.98018,0.99016,0.85714,0.85532,0.77953,0.43468,0.94349,0.85446,0.0003328,0.0003328,0.0003328
82,121.499,0.54873,0.69151,0.90774,0.99016,0.85714,0.85532,0.77953,0.43468,0.94349,0.85446,0.000320922,0.000320922,0.000320922
83,122.698,0.61255,0.80722,0.97426,0.99016,0.85714,0.85532,0.77953,0.43468,0.94349,0.85446,0.000308648,0.000308648,0.000308648
84,123.987,0.5795,0.72627,0.98126,0.98921,0.85714,0.85531,0.7911,0.39177,0.93296,0.84389,0.000295978,0.000295978,0.000295978
85,125.2,0.47573,0.67926,0.93523,0.98921,0.85714,0.85531,0.7911,0.39177,0.93296,0.84389,0.000282912,0.000282912,0.000282912
86,126.449,0.68725,0.81471,1.20984,0.98921,0.85714,0.85531,0.7911,0.39177,0.93296,0.84389,0.00026945,0.00026945,0.00026945
87,127.701,0.50453,0.77582,0.94709,0.98921,0.85714,0.85531,0.7911,0.39177,0.93296,0.84389,0.000255592,0.000255592,0.000255592
88,129.103,0.78959,0.85076,1.21709,0.98747,0.85714,0.8553,0.79108,0.36586,0.93506,0.83588,0.000241338,0.000241338,0.000241338
89,130.396,0.57145,0.745,1.00167,0.98747,0.85714,0.8553,0.79108,0.36586,0.93506,0.83588,0.000226688,0.000226688,0.000226688
90,131.612,0.58614,0.7074,1.02037,0.98747,0.85714,0.8553,0.79108,0.36586,0.93506,0.83588,0.000211642,0.000211642,0.000211642
91,132.881,0.34151,0.77516,0.89777,0.98747,0.85714,0.8553,0.79108,0.36586,0.93506,0.83588,0.0001962,0.0001962,0.0001962
92,134.233,0.30396,0.80394,0.82081,0.98655,0.85714,0.85529,0.79107,0.33978,0.92121,0.83201,0.000180362,0.000180362,0.000180362
93,135.472,0.30416,0.73638,0.803,0.98655,0.85714,0.85529,0.79107,0.33978,0.92121,0.83201,0.000164128,0.000164128,0.000164128
94,136.706,0.2811,0.63246,0.78896,0.98655,0.85714,0.85529,0.79107,0.33978,0.92121,0.83201,0.000147498,0.000147498,0.000147498
95,137.967,0.38207,0.91335,0.83903,0.98655,0.85714,0.85529,0.79107,0.33978,0.92121,0.83201,0.000130472,0.000130472,0.000130472
96,139.393,0.30255,0.73681,0.82601,0.98716,0.85714,0.85529,0.81871,0.30776,0.90225,0.81979,0.00011305,0.00011305,0.00011305
97,140.599,0.33458,0.84291,0.82451,0.98716,0.85714,0.85529,0.81871,0.30776,0.90225,0.81979,9.5232e-05,9.5232e-05,9.5232e-05
98,141.87,0.30001,0.76767,0.84262,0.98716,0.85714,0.85529,0.81871,0.30776,0.90225,0.81979,7.7018e-05,7.7018e-05,7.7018e-05
99,143.058,0.31235,0.77961,0.80516,0.98716,0.85714,0.85529,0.81871,0.30776,0.90225,0.81979,5.8408e-05,5.8408e-05,5.8408e-05
100,144.413,0.3403,0.85295,0.82213,0.99018,0.85714,0.85528,0.8187,0.29599,0.87694,0.8098,3.9402e-05,3.9402e-05,3.9402e-05
